time.decay.1	time.decay.2	time.decay.3	time.decay.4	time.decay.5	time.decay.6	time.decay.7	time.decay.8	time.decay.9	time.decay.10	
1.112619872547787452e+02 1.026871480808919728e+02 1.114331305238063408e+02 1.047480081816468669e+02 1.021820096579007497e+02 1.108504410688494772e+02 8.623750041348269235e+01 1.038277347591842812e+02 1.093128708924699311e+02 1.140948007895303817e+02
9.176462772710273441e+01 9.516177368101615741e+01 1.021369311655031140e+02 1.252578669972844239e+02 1.043784069741795122e+02 9.185736259941509729e+01 1.045408632690669606e+02 1.013692576992712020e+02 1.010663773232661242e+02 1.153137380177985563e+02
1.064763940272354432e+02 9.168172336285481094e+01 1.062811196041199366e+02 1.331456799992310494e+02 1.033792680019658690e+02 1.117081276138519002e+02 9.159326813922196209e+01 1.083593121506220314e+02 9.570344820019553822e+01 9.791095735816782053e+01
1.065711415634020653e+02 9.556355615262528147e+01 9.806760896123921611e+01 9.626779195067851447e+01 1.146494038873571952e+02 1.058962641234342357e+02 8.824006702216878750e+01 1.159080043520316252e+02 9.109806909602858127e+01 1.014100608619957598e+02
9.514713662133853234e+01 8.378517439252274812e+01 9.040583602280057107e+01 9.859702082514493782e+01 9.016035131675160130e+01 1.047861562968441120e+02 9.486753170361988907e+01 1.011283632076252843e+02 1.179362552020819095e+02 1.016261780314721079e+02
8.478560115978174849e+01 1.036706510908805967e+02 1.108513726639547770e+02 1.004360338701342243e+02 9.650203466085712023e+01 9.784197093534200462e+01 1.063345347194784836e+02 1.138045230136368673e+02 9.114791053808208687e+01 1.006752285435714498e+02
1.046919577687500720e+02 1.118283323144605959e+02 8.667484736113665633e+01 1.072037595606522871e+02 9.358752845322730707e+01 1.081285142407901247e+02 1.078184373252909296e+02 8.341793924255802040e+01 1.076976532147632213e+02 8.605999114503867986e+01
9.745579294885307320e+01 1.193976573319217778e+02 9.199422484273367218e+01 1.083828703153440216e+02 9.279407752716318214e+01 9.387217311346199722e+01 8.488849117144866341e+01 1.049702612516011158e+02 8.910123356128772798e+01 1.249305310062329255e+02
9.276840312081873208e+01 9.609491091562449583e+01 1.121194391173871452e+02 1.011757056156352235e+02 1.146404872590231179e+02 8.473690814929788928e+01 9.116412653919060460e+01 1.103909922700686934e+02 9.183779312308234921e+01 7.813126606190016332e+01
9.953878787334318190e+01 8.280128472488706848e+01 1.108467155920678806e+02 9.211173013448599534e+01 1.176734457588389233e+02 1.009310856148122468e+02 9.356677211078380196e+01 1.101470578878390825e+02 9.918208410628822946e+01 8.419042830546891309e+01
8.172920893144168986e+01 1.039184341818454413e+02 1.075959972550931241e+02 1.026724979236033874e+02 1.232132159845123738e+02 1.093126963520313666e+02 1.109140767485088332e+02 1.039676623421391497e+02 9.844842375621439601e+01 9.159341477090052308e+01
8.669687368183124931e+01 1.042342524254525671e+02 9.239457276334358937e+01 1.001187277287226038e+02 1.005105578485754734e+02 1.205935836964319776e+02 9.165367008833729301e+01 9.323408181297641306e+01 1.088183887117524193e+02 8.618750667117872410e+01
1.116713143517964681e+02 1.101449603356865481e+02 1.155515387053820291e+02 8.039702074619614791e+01 1.215085120934888749e+02 8.199306345248008654e+01 1.017777368142309200e+02 9.771098034122152853e+01 1.079478888273362429e+02 8.614610641087772080e+01
1.026960409156452698e+02 8.267894472054896937e+01 1.224178695738969793e+02 8.353221943937592187e+01 1.144823209483370476e+02 8.730895013910880209e+01 1.028110536930621635e+02 1.043121415584965774e+02 1.061261427688542369e+02 9.336669568407432962e+01
1.009218447217875507e+02 7.695177551602887434e+01 8.692358000828838271e+01 9.465274674583253045e+01 9.808212942017335934e+01 1.111864339570064999e+02 1.025807983564727976e+02 1.091045856725282874e+02 1.050512041438393567e+02 1.027229763504086577e+02
9.368300676399684335e+01 8.476865066520254288e+01 8.639346022628279798e+01 1.013789026205949853e+02 8.447920267375828018e+01 8.544010075196320031e+01 9.396233118432078868e+01 1.002515226395871082e+02 1.102113106339564297e+02 9.356359630783725834e+01
9.458567123864415294e+01 9.042733789864205107e+01 9.100177488093027023e+01 1.029942516272367925e+02 1.152704290658366517e+02 8.593613083498252081e+01 9.600103638556690555e+01 1.082903581865532061e+02 9.902599284099953536e+01 1.096746289027046259e+02
9.548905712912822707e+01 8.861084721324613156e+01 1.081822597725453363e+02 9.363570184380489536e+01 1.095051590619695077e+02 1.042991837542053446e+02 9.678828863468869770e+01 9.417594105836381857e+01 1.087480791177339086e+02 1.070787517161993776e+02
1.213290650082981870e+02 9.061821304893834395e+01 9.428696941870356341e+01 8.442790655877473682e+01 9.340778037623071839e+01 9.845404128896288398e+01 1.001085345260420496e+02 1.109177746923820820e+02 1.094760694264443117e+02 8.155958848983615894e+01
1.049020909262336829e+02 1.086206027158884240e+02 9.265151310944375496e+01 1.019277138770745665e+02 1.052171973698546310e+02 9.412092119099453669e+01 9.427716666228380404e+01 8.798040521944777481e+01 9.914032904255384437e+01 9.112258667826708347e+01
8.808165029588501227e+01 9.785589634234075618e+01 1.074116626047254499e+02 9.702526012833632763e+01 1.102826318475574965e+02 1.039940539549727134e+02 1.042895643053664116e+02 1.033694609223039436e+02 9.784546901004968333e+01 8.888866858491810774e+01
9.852410416378890545e+01 8.679508189590841027e+01 1.074313156943366039e+02 1.061975020166780439e+02 9.736267033411175476e+01 9.637351743357889688e+01 9.641285476889019890e+01 9.959752073256629501e+01 1.016236106333333140e+02 1.054671728133573225e+02
1.075103347725018921e+02 1.062599153746942022e+02 9.034727465988743234e+01 9.815849159062494778e+01 1.042340754554661260e+02 9.522137742078656686e+01 9.198792098662599415e+01 1.046067011131929405e+02 9.707451156101707568e+01 1.085338571627117119e+02
1.043478306046768012e+02 9.955525035867600536e+01 1.160535961479750711e+02 9.707596993322724188e+01 1.040927543357489640e+02 9.965139417023576129e+01 9.622877277212502634e+01 9.480080464566260900e+01 9.914541838093268211e+01 9.562431862911316216e+01
9.619553987250449723e+01 1.034324515939397457e+02 8.318571210702111784e+01 1.103186369032410994e+02 1.025899103063371740e+02 1.038544130357492890e+02 1.033295105103267986e+02 1.022698955212209029e+02 1.058644293508686474e+02 1.062390991254736434e+02
1.002650852785473035e+02 8.784769331366243250e+01 1.135108390296794312e+02 1.031312296327337634e+02 1.323923650944886958e+02 9.941772810598185117e+01 9.892507236015757144e+01 9.898370470246074149e+01 1.006926672865285752e+02 1.072336113129974819e+02
8.959948219629937682e+01 1.030447012286420545e+02 9.230264298239383436e+01 1.109225536282066003e+02 1.273377121822003204e+02 9.386934603956713374e+01 9.783084316511650513e+01 9.610202999570080351e+01 9.998631636124989086e+01 1.141674889630300811e+02
9.488956508037115611e+01 8.415756937467618570e+01 1.081604490496651607e+02 8.715444897046259598e+01 1.159434222519179229e+02 1.067035539764759449e+02 8.822981894379667267e+01 1.010324501647353941e+02 1.064443081907075879e+02 1.118003104015119931e+02
9.419784610437714889e+01 7.819377926361624986e+01 9.428924917241617720e+01 9.771774454580614133e+01 1.092820473035088042e+02 9.862612662804254171e+01 1.060307009122178954e+02 9.555191931031525598e+01 9.375665032431514589e+01 8.698788204408893421e+01
9.503663920444537894e+01 9.622972738214538424e+01 1.009715990432694639e+02 1.020806486161554005e+02 1.056185751007363791e+02 1.067164612880957293e+02 1.064280983247838890e+02 1.052764396173878794e+02 9.676754893265481883e+01 8.757501511473428479e+01
1.066634318296112411e+02 9.960356114672232763e+01 9.704182255898913922e+01 1.068334472088396012e+02 1.048899428404917273e+02 9.940338550092005221e+01 9.758890560672455194e+01 8.622699903351337980e+01 9.554024885161504699e+01 9.380521727912167762e+01
1.002516525353601367e+02 9.457432756469583524e+01 9.862872779195012640e+01 1.035018015778133247e+02 1.083469793700105299e+02 9.802536555735657942e+01 8.985616422626902988e+01 9.043000483263429601e+01 1.103643344846908008e+02 9.462959979622658580e+01
9.795370575613161179e+01 1.036947756992501866e+02 9.950859119081596305e+01 9.426438064908482772e+01 1.001368607072281947e+02 1.005884324563250374e+02 1.097386160627600589e+02 9.427573501733246530e+01 9.053947690473196985e+01 1.076428212730828022e+02
9.276328547226404453e+01 1.194383694874797754e+02 9.247301041097779262e+01 1.092267374814865093e+02 1.114834238477845361e+02 9.608892162826194294e+01 1.038205067424665913e+02 9.688059831847036207e+01 9.349833580470748018e+01 9.468303830368520835e+01
9.265339540467962820e+01 1.071918472207124751e+02 9.251275756749366508e+01 1.048339048416607966e+02 9.832222440940365971e+01 1.103562398043794701e+02 1.074687598065445400e+02 9.057773468664197480e+01 1.168244769295130112e+02 1.126890793256447836e+02
9.830202168560003884e+01 9.848183299177459560e+01 1.135661469347996899e+02 9.610098994368655667e+01 1.192433529573473692e+02 1.126338564227766739e+02 1.154767860180453596e+02 9.176305662952262310e+01 8.720630523240106413e+01 1.137840720948821343e+02
1.014438647679021841e+02 8.987511145986830741e+01 8.989959445517668257e+01 9.346370843565374287e+01 8.854039335873285665e+01 1.174107994967023672e+02 1.130674268253834498e+02 9.662479219339191161e+01 8.875743083517087939e+01 1.022259094002323394e+02
1.050718738084087391e+02 9.944879966180552344e+01 8.736730915559161303e+01 1.202008478239605154e+02 1.072685435697433149e+02 1.086883005721822855e+02 9.998275018309760753e+01 9.790586551794588388e+01 9.851099393678600791e+01 1.060670069170711542e+02
1.052874150446792214e+02 9.279836186803187559e+01 8.932537754260013685e+01 9.981804977779738408e+01 1.024647239064965163e+02 1.193558209754675801e+02 1.105856990181644051e+02 9.002969942200387266e+01 9.997765362473904815e+01 8.918797311877563061e+01
9.721649975487103745e+01 1.117452480655006184e+02 1.067101992558168035e+02 9.065460269166248963e+01 1.015908972649007183e+02 9.610769677986671411e+01 9.893961547027092251e+01 9.575286055522934703e+01 1.062128530121328822e+02 9.413683877788662357e+01
8.519483141454131214e+01 1.105090378698108395e+02 9.755487131029823900e+01 9.495545148670012736e+01 9.660972500906544269e+01 1.064277768439576164e+02 1.025029630470140205e+02 9.295601876765867644e+01 1.154780571255584789e+02 9.314526201040061437e+01
9.466734070498132780e+01 1.133288145246631160e+02 9.661811111622878911e+01 9.666762983027567202e+01 8.759597571797010573e+01 9.628352901640434425e+01 1.170226792814715111e+02 9.018297351343586854e+01 8.294614702835174569e+01 8.722648730349419566e+01
9.652278805981619314e+01 1.011373352889483641e+02 9.681151561352841384e+01 1.032531934471962245e+02 8.675778989893458970e+01 9.304591846115030762e+01 1.139468016796619878e+02 8.757691538940026987e+01 8.831588779573081638e+01 1.051891032024468586e+02
9.881726659299184234e+01 9.603322783527224260e+01 8.822147439545622660e+01 9.752644794195178690e+01 1.087557047695885615e+02 9.791167299435241489e+01 1.057765252138035237e+02 8.284155758703408878e+01 9.323268103192198453e+01 1.003693620901372441e+02
8.814230484509899100e+01 8.344769030116384556e+01 9.704415223403586310e+01 1.010011780162778052e+02 1.043253460481278125e+02 1.033090933619895821e+02 1.038468085989344161e+02 1.145676184352573159e+02 9.468471590434100449e+01 1.007484166693925687e+02
9.480113163469965798e+01 9.647910391341858372e+01 9.011346206947975190e+01 1.144242743377475335e+02 1.074434933353287107e+02 1.007034177137973643e+02 9.599386076120346445e+01 1.171836492845745283e+02 1.102113812887927509e+02 1.051021645995582503e+02
1.043008206723772133e+02 9.082004540248077262e+01 1.032851455489238077e+02 9.233635219165320507e+01 1.040525349283679901e+02 9.849321590738831844e+01 9.311574806755848499e+01 1.229210147698185409e+02 1.028245140895601253e+02 1.072622685684122672e+02
1.094138153177357822e+02 8.365772419195390341e+01 1.107755029362708257e+02 1.013673729620719541e+02 1.131041066599498919e+02 9.113264572227649296e+01 1.027907429528412990e+02 1.243677254008689488e+02 9.532047653351384042e+01 8.895224827237673537e+01
9.890152208947309020e+01 1.156862835301442658e+02 9.727639837941563883e+01 1.015629639771202335e+02 1.135247778566701271e+02 1.123665517086640619e+02 1.007996141113113424e+02 1.196625124979662331e+02 1.088105264529347096e+02 1.047023939529786389e+02
1.020659148977805728e+02 1.180080278788741737e+02 1.062516662201999225e+02 9.334286808566398008e+01 1.109800161910328882e+02 9.207982734280938075e+01 1.072975202806619279e+02 9.691443137614361092e+01 9.300576548298003843e+01 9.599902727713440242e+01
9.814534340928824463e+01 1.052181452343173476e+02 1.062208270193515887e+02 9.892719723976628643e+01 1.152293789985795200e+02 1.121726474989919637e+02 1.047967471302762874e+02 1.108850789007376392e+02 1.087021628035506069e+02 9.527582482975455491e+01
8.950945829967227496e+01 9.137762316668005269e+01 1.045878097632653976e+02 1.038907513542030330e+02 1.031525747914456588e+02 8.213668773468917550e+01 1.106717450168958123e+02 8.700234276110263920e+01 9.964965593406689948e+01 9.158623755688489609e+01
1.023596125383194391e+02 9.650778942684979711e+01 1.002061222914700522e+02 9.560164792514854071e+01 1.072421613397905844e+02 8.058652863623738938e+01 1.177434065724595911e+02 1.238258495124500485e+02 1.038818653697130685e+02 1.053288063452628336e+02
1.092743648861888204e+02 9.632994827367632240e+01 9.869119810149433647e+01 1.019285167879548055e+02 9.842782013280486808e+01 1.084035050875158674e+02 9.983619006757868419e+01 8.033903947454044214e+01 9.787657946150258681e+01 9.682937720871434806e+01
8.633962213007418995e+01 9.044901311291610568e+01 9.474795548372395615e+01 9.569285147400920266e+01 1.072331143322100928e+02 9.527123031738564407e+01 9.530247574701087387e+01 8.247592924332366238e+01 9.572090903252998828e+01 1.032864655380157473e+02
8.774906492516419121e+01 1.073410148560771802e+02 8.917142113871213382e+01 1.095393830057046358e+02 1.090665238760901730e+02 1.007258652528938541e+02 8.126670803611987992e+01 1.096668351871146285e+02 1.119499134021287716e+02 1.107192253088278591e+02
8.866628963681911557e+01 1.035602255958633009e+02 9.183464901357277199e+01 8.661139555164058379e+01 9.942819035175935483e+01 1.012454685214273269e+02 9.603042766591853763e+01 9.251164939458531933e+01 9.917295608904244375e+01 8.635639917306342284e+01
1.083047710909886518e+02 9.710773897657105636e+01 9.200297296636351518e+01 1.150810179331585630e+02 1.053762205810641888e+02 9.020033774745274968e+01 1.122903989698492921e+02 1.170002551290220651e+02 8.799308352620302287e+01 9.395856052533058289e+01
1.029305489877263540e+02 1.189425754812098717e+02 1.036685478697416016e+02 1.100276418060091288e+02 1.003454709739796584e+02 9.338318767054380487e+01 9.277221784284635930e+01 9.454654629833827073e+01 9.420768448669852546e+01 8.841214125845895921e+01
1.001535337100210512e+02 8.347781146161889865e+01 7.933234406489243895e+01 8.875169785256383648e+01 9.561415186426899027e+01 1.022994211545462377e+02 8.885402081156851750e+01 1.018569322140346998e+02 9.757011602717551568e+01 1.006724848530031977e+02
9.303838061310125340e+01 1.216073939302671363e+02 7.856217993265036625e+01 9.727231480803806107e+01 8.968070244420275117e+01 1.103679719828554084e+02 8.847599765492859092e+01 1.000482042150924826e+02 1.050117545555350773e+02 9.544330318346717945e+01
1.000355493257555253e+02 1.024868178061731214e+02 1.057520588789790708e+02 1.074896410647217380e+02 1.047221017004129351e+02 6.840861810815306399e+01 1.139264812860387650e+02 1.022397121803725781e+02 9.263723913814210675e+01 1.076343139177123334e+02
1.104347996669843326e+02 1.030134385181107461e+02 1.056083966350762182e+02 9.432246937396729436e+01 1.108543664538079838e+02 8.231443672878749851e+01 7.965619853330605338e+01 1.061633249215944375e+02 9.415675626178301627e+01 1.037894451330142402e+02
7.457900546126747088e+01 1.017373226102878903e+02 1.015472393703302032e+02 9.532398293982876680e+01 9.890079491339437823e+01 9.118148839625781932e+01 7.918791489165931807e+01 8.907705313736769881e+01 9.539769965575175092e+01 9.640350021164482541e+01
1.021129309296919274e+02 1.050411088698691771e+02 1.076741515822340887e+02 1.007098174246883389e+02 1.216986223322121958e+02 1.138921674383466467e+02 8.628838716160502997e+01 1.111417184677978298e+02 1.101206881664808748e+02 9.395647888123403391e+01
1.053668592159448849e+02 9.855000556219016516e+01 8.845140308337597901e+01 1.048746093976027964e+02 1.220618479133627972e+02 9.547841705250900191e+01 1.001059858769832971e+02 1.026674554564527568e+02 1.065472563851303534e+02 9.426975832839814018e+01
9.968362324050721668e+01 8.293913409138191639e+01 9.656619772164687276e+01 1.006935074777201891e+02 1.184498008237814872e+02 1.011381797067243156e+02 8.814861759385138384e+01 9.332625747575949049e+01 1.100706762886972996e+02 9.647643265384510869e+01
1.020610575862534688e+02 1.185958864063556746e+02 1.015228315839612776e+02 1.120426679866898638e+02 1.173201071958369823e+02 1.007461941807491428e+02 8.333559710591885050e+01 9.455818014039962804e+01 1.103380549295177957e+02 8.692424770096252473e+01
1.089570877625675109e+02 8.859552275811303446e+01 1.014307120755574516e+02 1.043557044282950699e+02 9.618307440839137712e+01 1.003361925834417576e+02 1.001894963928219937e+02 9.291103826225233320e+01 1.050359386606869379e+02 7.984008013673548021e+01
9.753263101885171693e+01 1.004953480812109348e+02 1.036344790047673996e+02 1.116256904965482590e+02 1.048709663648230048e+02 1.010558706469282697e+02 1.023387142031689052e+02 8.805112203721569131e+01 1.048804370503218735e+02 8.971833494045395696e+01
1.091870849866839990e+02 9.717982068636904103e+01 9.595117372808286405e+01 1.066346521825520455e+02 1.091172554273132391e+02 9.307328912583687952e+01 1.012494020331764375e+02 1.065328483788498488e+02 9.782293615287116495e+01 1.043126493684974037e+02
1.125726184374228467e+02 1.045368577968135071e+02 1.027609424955762591e+02 1.072468216502421541e+02 9.013401612633259674e+01 9.785811986639316729e+01 1.030773237577090100e+02 9.098951345226973331e+01 8.879435809402008317e+01 1.002204015418338372e+02
9.500023054896647068e+01 9.533769346890325380e+01 1.072374342397782101e+02 1.076794355087123591e+02 1.051811081786030968e+02 9.832158597943191580e+01 9.413754481101456406e+01 1.109333619524982737e+02 1.010612171375412913e+02 1.049487090860966561e+02
1.049254426576105317e+02 9.274072172347305809e+01 1.156112573047217325e+02 1.118014589126170932e+02 1.046469501353376472e+02 9.734441995433947170e+01 9.269554879384341461e+01 1.006334559627285472e+02 9.726496667273319474e+01 1.111233017639536627e+02
1.021996448333519965e+02 1.038709480989955551e+02 1.108129704978368153e+02 1.111205025551078052e+02 8.905675612159720345e+01 8.188909913646050143e+01 8.638816352428207779e+01 9.594158120831122005e+01 8.921968889217438914e+01 1.117698828557406614e+02
9.472235634005104998e+01 1.067882961286268113e+02 9.400349000699105773e+01 1.021536924919211202e+02 9.043920859801241363e+01 1.116779684115589646e+02 1.008142034071957482e+02 9.718389101548481790e+01 8.827678107500963733e+01 1.252310258869492827e+02
1.126390726429793858e+02 1.072026124924102675e+02 1.070537973757747920e+02 9.984431703873582364e+01 9.233313478568872767e+01 1.141152451475946066e+02 1.183407893983601014e+02 8.586927875381120145e+01 9.272924511633235056e+01 1.239416934402603800e+02
1.025218751348493811e+02 1.030787640472950386e+02 1.041495471375807966e+02 9.828112479873476559e+01 8.817678020977997733e+01 1.146880276548982067e+02 1.059615440878995400e+02 1.007586194730854459e+02 1.104579154178988460e+02 9.998289610023758200e+01
1.068436759868347963e+02 1.011183454048076555e+02 1.065278186763251256e+02 1.035598040976448004e+02 9.564090903806612687e+01 1.185649050666338553e+02 8.496087016925385171e+01 9.497285413795660247e+01 1.040059806955681410e+02 9.980949107626494765e+01
8.310390059823110676e+01 1.026537988276523805e+02 9.933952637663715279e+01 9.391667170021213451e+01 1.000907992815097600e+02 1.029970554692465612e+02 8.130052092845551215e+01 1.110970886231435770e+02 1.048241285467599653e+02 1.066530967282337485e+02
8.976763330420837406e+01 9.641575461599211394e+01 1.000677270652922601e+02 1.036055524580112746e+02 1.042504519974381196e+02 9.656179942766229374e+01 8.662064506796505725e+01 1.006328876874855638e+02 8.341010102942030358e+01 1.141019331007680933e+02
9.418355639151394598e+01 9.291711257118294043e+01 8.360083417108371862e+01 1.090782086606808292e+02 1.042433493593795788e+02 9.476565262846841620e+01 1.072423143908484633e+02 1.008151610566079057e+02 1.012435088727902439e+02 1.049275885919462183e+02
7.731189451009024083e+01 1.034501993955378936e+02 9.348498133214060601e+01 9.646790581995293223e+01 1.043282033294213420e+02 9.881666689649129864e+01 1.079514031584549230e+02 1.051368573266461794e+02 9.220501212175634009e+01 1.065529947773404018e+02
1.209538655786583092e+02 1.038763880856997872e+02 1.022369922670132922e+02 1.046805319296671541e+02 1.006678152861893949e+02 9.811385477013553214e+01 1.007856806188517282e+02 9.417218049496437970e+01 1.012954203053408833e+02 1.201861762870417323e+02
1.100349983279502339e+02 9.775266478977142981e+01 1.065111959515615041e+02 9.516649157237260681e+01 9.397039996987672339e+01 9.610081035292061813e+01 1.061569188626870499e+02 1.007950478323834034e+02 1.026398067325950478e+02 1.183695979175690240e+02
9.905258050890952859e+01 1.051234671774657699e+02 9.575770246773133465e+01 8.984171505960827631e+01 1.163633488961412041e+02 1.094396670268381797e+02 1.114110455118089931e+02 9.118891558178610524e+01 1.042039016378082295e+02 1.203418312883542853e+02
8.879903592683025693e+01 9.377665010036504611e+01 9.585628725883128709e+01 1.022550274970153055e+02 9.764488211943142915e+01 1.026387743273673010e+02 9.330479197744206488e+01 1.004722040478289955e+02 1.133052814112329543e+02 1.252544665454378219e+02
9.892009087856317251e+01 1.020162409612872523e+02 9.610030997263109498e+01 1.025156107200766087e+02 1.104501441492364080e+02 1.046022927712028263e+02 9.626824526330597109e+01 1.020663407573258752e+02 1.023568315596860288e+02 1.137415354453858924e+02
1.072114758418839813e+02 9.058477144777884860e+01 1.009637892108531645e+02 1.047971707442546290e+02 9.727886497508862362e+01 1.062165482533412728e+02 9.392667056129499770e+01 7.889738505617465592e+01 9.760273735995434663e+01 9.444940891574245256e+01
8.541610602758203186e+01 8.370147334431220543e+01 9.737362980409187685e+01 1.007450110325177235e+02 9.787026111955830743e+01 1.108720610667239725e+02 1.124087311461183845e+02 7.729867248020893555e+01 9.732070250432292369e+01 9.306856684740330365e+01
9.172924876376400505e+01 8.939860242001373081e+01 1.081397052295754122e+02 1.050017011532891615e+02 9.448124635163225093e+01 9.301842807650032796e+01 8.987497412031223121e+01 9.322302778889095976e+01 8.672653274115596389e+01 1.075232972634603925e+02
9.376778228548720051e+01 9.438234256049142346e+01 1.078129946262451000e+02 9.523821410184994818e+01 1.033055980999335901e+02 9.944605075617390355e+01 9.048283803656683233e+01 9.659512227050687727e+01 1.186335534146553243e+02 1.143735997284260293e+02
8.975151727255746437e+01 9.883930292172196630e+01 1.199305132293048501e+02 9.797458031538667456e+01 9.928580166379691718e+01 9.988426912767951649e+01 1.077499673625102758e+02 1.010193683723623792e+02 8.311126415825037839e+01 1.123991479833880618e+02
9.230707963555811091e+01 1.009186174618505589e+02 8.399834441402225593e+01 1.105522489374577049e+02 1.029587175035062501e+02 9.098654435975485910e+01 1.087115509548716261e+02 1.011073763503573559e+02 9.778027484109301781e+01 7.707018779164235411e+01
1.092388950222510289e+02 9.281795494530962287e+01 1.175779686388062828e+02 9.853874919041430758e+01 1.006313822823497190e+02 8.967311293584175758e+01 9.075579262742380138e+01 9.914930883653684646e+01 1.005729470733950279e+02 1.116238058181050832e+02
9.323470156415633880e+01 8.468965207990346755e+01 8.624098890139852358e+01 1.034017887282563777e+02 9.990144454527634821e+01 1.077010949067040571e+02 9.933863668521399859e+01 9.942502808799250147e+01 9.112945927588434358e+01 8.474807266742521961e+01
8.676001235263063904e+01 9.602335112211852675e+01 8.221357911100503202e+01 1.000171968510202589e+02 9.953351888089625277e+01 9.424611770785722342e+01 8.875918138510806443e+01 1.136652358530088378e+02 9.502748121756289379e+01 8.997037141270988059e+01
8.858415239321841739e+01 8.370740595213632673e+01 9.506852841721619995e+01 1.146313093581009355e+02 1.010218297236955038e+02 1.105739246295305520e+02 1.165692994106285170e+02 1.164434134955636040e+02 7.496809896256851857e+01 1.172487503065545695e+02
9.425779645979427812e+01 8.402159468346204108e+01 1.039784090638330269e+02 1.219277536201687013e+02 9.563564225304179445e+01 1.176991780110459587e+02 1.091273595481235361e+02 1.070485847026025539e+02 8.108508915672518924e+01 1.208340412583546026e+02
8.763755522534839315e+01 1.145925536594351968e+02 9.781938210086050844e+01 1.198785702709220544e+02 9.715739857673648316e+01 1.016819455717845102e+02 9.040055377781848733e+01 1.088876721280045388e+02 9.871978679963453374e+01 7.608446067713663297e+01
1.001964017144133834e+02 1.149824526530998128e+02 9.450805127742215461e+01 1.071370460979740358e+02 1.028129518369068194e+02 1.042198572724315397e+02 9.397699530172732807e+01 1.118193521147268825e+02 9.068395519937641325e+01 1.226537091879568777e+02
9.948668518678155692e+01 8.171651895973437263e+01 1.017138383503559567e+02 9.017636597481508431e+01 9.640625078114067037e+01 1.002549362710818315e+02 1.192287802979347191e+02 1.049788887645380555e+02 9.953643584212562700e+01 9.126031786156464420e+01
1.095107568749671714e+02 1.114243984026913381e+02 9.366632955888258039e+01 9.761868120748533784e+01 9.611678366012928620e+01 9.685610990781860608e+01 9.414414616118588697e+01 1.023532081325987093e+02 8.119215320518308943e+01 1.021143655822057781e+02
1.008458157067759089e+02 7.700228098986302427e+01 8.856508026436861769e+01 1.161515759216851507e+02 8.648131208333595055e+01 1.069099976689522009e+02 8.627932122989922448e+01 1.028423091554888629e+02 8.656147403429116594e+01 9.956616911328494268e+01
1.127644101823336769e+02 7.626860248918097795e+01 1.172479223420026955e+02 9.160332346492600664e+01 1.004974089222790496e+02 9.505124023935564992e+01 1.051794062270381147e+02 1.007672673958446694e+02 9.176800100198963150e+01 8.870878996572628239e+01
1.092695451622701341e+02 7.635495778687010215e+01 9.924086565753346179e+01 9.082002051304777979e+01 1.000042439607127420e+02 9.656528762230351504e+01 9.169326345922127075e+01 9.609940269619059450e+01 1.022408624168372029e+02 8.539659669589266855e+01
1.307220085224792001e+02 9.960123842776280867e+01 1.064544415393148853e+02 9.878271018685461513e+01 9.078090898442641787e+01 1.089809381649291140e+02 8.890503102927532098e+01 9.791252839415888332e+01 1.047604918353331271e+02 8.668176321060815326e+01
1.199967668239658281e+02 9.476383757549245956e+01 9.370363296730209868e+01 9.777013608353946950e+01 1.000171101766543700e+02 1.052924758267372596e+02 1.041814486112807430e+02 9.082058984242965494e+01 1.061506251999187640e+02 8.821331612462569183e+01
1.136811082476879733e+02 1.016698805407248329e+02 9.884549620840782325e+01 9.173185264580109788e+01 9.925649239398448742e+01 9.775192818746363344e+01 1.003144161532135854e+02 9.344137045902353123e+01 1.083647438588352685e+02 9.583401609071427174e+01
1.055463548230357702e+02 9.965590669306386928e+01 9.548850042760341239e+01 9.609176449782336249e+01 1.120450160625464946e+02 9.433457867366081473e+01 9.182361706289272263e+01 9.191515315574740441e+01 1.143532584531904490e+02 9.718244277979704293e+01
1.085350677685579939e+02 9.752585168598943710e+01 1.038208235061738094e+02 1.091125487890422647e+02 1.028190123597172203e+02 9.945910951248113463e+01 1.001801923402615273e+02 8.069205170773324198e+01 1.119601360914618908e+02 9.901606532366054125e+01
1.022240960756050043e+02 1.191499484267425117e+02 1.093076321087214779e+02 9.111909558318160407e+01 1.049496925152448057e+02 1.010154139794736352e+02 1.093257935504617393e+02 8.081788226603114822e+01 1.157857725586949158e+02 9.880976845401566777e+01
1.058949898015533932e+02 1.098690357376779048e+02 1.077378480684023003e+02 9.183545485148093235e+01 9.314350490457439946e+01 1.124363293439928100e+02 9.740465918524373024e+01 8.358518480716170984e+01 1.109163514036021922e+02 1.019449606359864049e+02
9.541453292939620212e+01 9.943716753851907697e+01 1.077814982239083577e+02 9.550876135725154370e+01 1.020563197014257071e+02 9.723868444245519527e+01 1.101582111011461507e+02 1.102518507141915336e+02 9.754694479109571148e+01 1.073220830899095120e+02
9.169530656962871262e+01 9.178829981757104406e+01 1.017644164306240526e+02 1.086628138548274478e+02 9.007290761898147480e+01 8.340605960149063947e+01 1.009839688836269573e+02 1.157287753055616122e+02 1.014319444812490616e+02 1.128408584550017792e+02
8.969409954018952646e+01 9.523259231562005311e+01 1.054978617660890734e+02 1.013484974711803659e+02 1.007451100680868876e+02 1.063060627002733156e+02 1.030099909356180774e+02 1.156016713409400012e+02 9.600293941544236986e+01 9.795853205505392225e+01
