time.decay.1	time.decay.2	time.decay.3	time.decay.4	time.decay.5	time.decay.6	time.decay.7	time.decay.8	time.decay.9	time.decay.10	time.decay.11	time.decay.12	
1.020738815588739499e+02 9.615254163360209816e+01 1.040939841054449175e+02 9.419054518207755677e+01 8.871516941000821532e+01 1.031744355592286553e+02 9.090150640491474121e+01 1.033586201112550782e+02 1.042581084223005519e+02 1.001404225541682820e+02 1.102248858820664594e+02 9.009590056995251928e+01
9.580499090963205333e+01 9.850822241366971355e+01 1.120588366399617684e+02 9.888644024655638987e+01 7.919743753461091273e+01 1.103575055088870158e+02 1.060202482931280343e+02 9.658473002092004833e+01 1.129328764615813725e+02 1.030424383327324165e+02 1.103488199791216147e+02 1.154048948278964417e+02
8.708696886014500649e+01 9.825680435248474964e+01 1.138983196924960453e+02 9.460044536418278938e+01 9.701926908191086341e+01 1.013243279197764934e+02 8.578018045787055712e+01 1.038494575484423450e+02 7.913871513676822644e+01 9.929669984564731067e+01 1.063708528416834298e+02 9.725208070056659437e+01
9.468542563626921549e+01 1.154123455575722801e+02 1.077168837993361024e+02 9.066851592584042407e+01 8.258161077766099822e+01 8.647742810309432571e+01 1.006217029976886721e+02 9.872873052720591147e+01 7.972139484072165772e+01 9.204780107835819081e+01 1.051693885850290116e+02 1.201833451881127814e+02
1.175141280488385860e+02 1.103846112934254080e+02 9.109117339826596549e+01 1.151199481827948006e+02 8.400228113424029175e+01 1.079711811826148278e+02 1.047391573986391222e+02 9.419699308259745862e+01 8.264371973722282405e+01 1.065640694069201118e+02 1.147183369536093380e+02 9.833342778137182449e+01
8.550335546831293243e+01 9.173358429221694621e+01 1.038086291476592464e+02 1.158025457183664457e+02 9.280049562094754378e+01 9.238096436629535901e+01 9.227506537235998962e+01 1.065295978418128868e+02 8.302926233943546208e+01 9.895907454907793976e+01 1.096250762898896056e+02 9.782985727166507672e+01
1.153588316525498811e+02 8.486743652271019300e+01 1.140147323956922776e+02 1.056215146590260190e+02 1.228728780159466965e+02 1.006348718371023381e+02 8.676581245028614831e+01 1.000699988286428379e+02 1.118161994879450276e+02 9.438619712389346716e+01 1.154370604342440743e+02 9.687397795170305415e+01
1.071757856071097024e+02 1.172841079248966452e+02 1.026121440148091608e+02 9.857424131080459517e+01 9.574907229193983937e+01 9.737108987566652729e+01 8.631682370413477656e+01 1.006949952211550823e+02 9.006570742359572534e+01 1.055474828039432111e+02 1.136681869612059046e+02 1.170821677310906210e+02
8.830041964486133566e+01 1.144827114422351855e+02 1.064710917006390929e+02 8.389300919007686730e+01 9.683039025968113833e+01 9.429191624471263822e+01 1.048991101041155503e+02 1.000209319524691409e+02 1.030737988991496366e+02 9.477187380182246557e+01 1.125264617801850875e+02 1.015799026143119335e+02
8.674408758891304672e+01 1.187372984341565854e+02 9.411002609373998951e+01 1.067454006076549149e+02 1.021927859267730980e+02 9.603115998797626673e+01 1.085940358414654128e+02 1.002086046449844048e+02 9.741504178859815966e+01 9.224298251469180343e+01 9.598210287385005302e+01 1.042147131872507515e+02
1.088851280986686874e+02 9.669833285255424471e+01 1.018808440514977178e+02 1.054548339491783082e+02 1.053697029799599250e+02 8.236498166386320463e+01 1.001893847408593956e+02 9.592836209572237749e+01 1.123450121478488484e+02 9.439092411721749443e+01 1.087141651330357206e+02 9.920946299754200481e+01
8.899076049527501198e+01 1.127684448012968232e+02 1.052161821401066675e+02 9.863924787987178888e+01 1.062158714946828013e+02 8.856693859754177822e+01 1.056530086595755904e+02 9.894207578507717926e+01 9.408855967075827209e+01 9.843365529343348896e+01 9.978089081091772528e+01 9.258767169918961315e+01
1.023191974507694937e+02 1.065422406996799651e+02 1.037867831169151884e+02 8.861447568734442370e+01 9.735863522915731494e+01 8.038767322422548034e+01 1.164499402521290392e+02 7.864979909672081249e+01 9.323721397819701906e+01 1.043650955249359242e+02 1.056478596049152401e+02 8.673338686226804839e+01
1.004838507279551152e+02 9.743744672452140776e+01 1.029346679397803825e+02 1.041217892445796167e+02 1.013675035982028163e+02 7.126920253227908120e+01 1.045264490684713365e+02 1.241442423279813596e+02 1.038496262397179066e+02 8.909158258612833947e+01 1.186641066276296073e+02 8.758269965375035326e+01
1.000684582107411131e+02 1.077764435871608271e+02 9.936080201070124929e+01 1.105653432206469944e+02 9.740643229753626997e+01 8.107925328757428929e+01 1.030149023195754978e+02 1.265898336199437324e+02 1.017383214911361762e+02 1.109377656345342444e+02 1.058314444668419014e+02 1.127485792897460044e+02
9.814308344641320048e+01 1.116455227950770706e+02 9.496569737911941900e+01 1.103264696634350770e+02 1.021164323520257255e+02 1.070251822186752406e+02 1.045662903970671351e+02 1.075159953570235700e+02 9.502964994905835283e+01 7.881341573716670723e+01 9.585226641623623323e+01 1.168597499220447560e+02
1.007877519668393944e+02 1.127995530665143065e+02 9.061882520784961059e+01 9.480740920197162325e+01 1.018928251698344098e+02 1.010075332257748215e+02 9.960465552634484254e+01 1.046258390373918132e+02 9.098384467247163343e+01 8.207331841989864074e+01 1.045656957056158802e+02 9.125980366502855645e+01
1.047458235306002052e+02 8.639810266422622931e+01 9.109099363630127755e+01 9.504352383491180944e+01 1.184780639744523967e+02 9.982999060141538905e+01 9.903633923092556302e+01 9.838171044795060993e+01 9.219753949909716084e+01 1.101197087776976957e+02 1.038547825394650062e+02 9.775874501176957665e+01
1.042408289671758865e+02 1.042925978795028072e+02 9.146598649496129951e+01 9.790822253188376578e+01 9.818867540160145779e+01 9.694767327535785739e+01 8.496495110384640270e+01 1.050584545875703100e+02 9.855865558663123238e+01 1.024160460686744187e+02 9.688473784238043152e+01 9.533348497893140916e+01
1.082612051290655870e+02 9.515601005634106002e+01 1.021485765912073447e+02 1.019383705801801057e+02 1.036978796486544354e+02 1.059521128848369074e+02 9.369211995150438099e+01 1.067009789428914672e+02 9.014987247787101410e+01 1.065861300834151564e+02 8.851711946803887088e+01 9.418400729189309573e+01
9.552097973699758882e+01 9.238780307876984921e+01 9.431415056073777237e+01 1.031198893926047049e+02 8.651430042012154331e+01 1.055725127168541064e+02 9.153819876983985182e+01 9.032539602634101072e+01 8.868255831834545688e+01 9.308250753935988087e+01 9.088364203930956364e+01 9.602048211083143769e+01
9.324801122467579262e+01 1.073230410494385865e+02 1.139441691816773670e+02 9.992353639519676278e+01 1.037288386458361060e+02 1.198692713338655551e+02 9.820068550572588606e+01 9.377068799296046109e+01 9.467928005369962818e+01 8.256848852684964868e+01 9.734200481099458102e+01 9.770229947366566137e+01
8.684451673826963258e+01 1.092880654141054890e+02 1.120016444576770027e+02 9.741797041606974972e+01 9.955243579373440355e+01 1.189642153223968961e+02 1.002062502776138473e+02 1.018866764173738062e+02 1.116260516292222604e+02 8.208442459591913121e+01 1.066671780063295500e+02 9.822968914845537824e+01
9.020594526324578055e+01 1.031321724008339231e+02 1.019377345282262013e+02 9.942498222715754252e+01 1.056935201403455551e+02 1.202184545946361709e+02 9.775984966133285070e+01 1.140102818140970840e+02 1.004747069059931164e+02 8.596506673050478753e+01 1.103258267628741294e+02 9.439068801819857413e+01
1.027732867534464987e+02 1.145312825982536253e+02 8.676576253607296962e+01 9.796854044871389533e+01 1.040140921910889062e+02 1.038153388225915847e+02 1.002854984099482323e+02 1.120223885268313921e+02 1.067432208782635712e+02 1.038515573599486004e+02 1.017734216053097498e+02 9.465805877678801039e+01
1.115543038047627249e+02 1.145349315289985412e+02 1.108074686919221108e+02 9.657395236197271515e+01 8.962565665218242827e+01 1.010658232799335678e+02 1.040328099685168297e+02 1.051055788033162344e+02 9.746647896132384403e+01 9.205198464344022113e+01 1.156654543548505103e+02 1.063383502394533195e+02
1.107067820270767982e+02 1.040641060144835848e+02 9.485828069209392766e+01 1.110231610575705901e+02 9.480831615756345343e+01 9.881926680748000535e+01 9.851209127610509597e+01 1.013326229900380753e+02 1.008909613381314614e+02 9.753390533302689391e+01 8.496168330141671277e+01 9.379659085625965531e+01
1.109517479751642952e+02 1.062134858954143795e+02 1.019159518912717033e+02 1.100925226088848063e+02 1.060706495598071939e+02 9.255304646656503564e+01 1.009343928669079276e+02 1.112221163917851783e+02 8.426041128404580149e+01 8.825510768823227181e+01 9.180617177186874756e+01 8.933770511046429874e+01
8.878335407346719421e+01 8.897830377432066484e+01 1.031633281034742708e+02 9.044699437282203291e+01 1.029753418816678732e+02 9.567654586823499585e+01 1.037785752743462808e+02 1.052529224941634425e+02 7.588860346434692872e+01 8.918143218557719365e+01 1.178679893400851171e+02 8.882135676129269086e+01
8.860125237487740435e+01 9.765951412347033056e+01 1.043910186775253521e+02 9.334812058196425255e+01 1.013255998051323843e+02 1.067179742007582632e+02 1.083574159594510320e+02 8.836424720900799912e+01 7.816927182913120475e+01 1.178196402178156745e+02 1.034723720707526127e+02 9.801502052747551375e+01
7.857333878103945324e+01 1.008240517536222711e+02 9.110837938574901784e+01 9.943125467828345165e+01 9.978904655892677056e+01 1.067265998010396686e+02 9.414198549769031388e+01 1.132210498897335356e+02 9.908131197755830044e+01 1.143438640277097420e+02 9.098865579570899342e+01 9.684676601086594872e+01
7.918479484694492498e+01 9.871752367950287521e+01 8.738155183640910195e+01 1.142020982990359528e+02 9.845179521185752947e+01 1.008987437836425016e+02 8.976068237375517356e+01 8.204592720566071762e+01 1.043939189954986233e+02 9.069478879860676557e+01 1.054884737346257992e+02 9.407439965831507322e+01
1.301467277832059040e+02 9.925989032792244871e+01 9.042412125199132333e+01 1.040549074342884097e+02 9.837660617846468369e+01 9.785108151283655786e+01 1.158586801055887179e+02 1.050105850185790359e+02 9.104288573942579887e+01 9.035155903736017535e+01 9.938444615398536541e+01 9.471775108986275882e+01
7.457971470398136660e+01 9.898494725287959284e+01 1.184994409058705287e+02 9.815928901289855446e+01 9.661794777021431457e+01 9.616506638217694558e+01 1.057270875274619186e+02 8.847293382432290798e+01 9.145976617009938536e+01 9.392179407173415484e+01 1.040392854382421319e+02 1.099353294912900196e+02
7.118433997529946566e+01 9.161570252958415495e+01 1.099470899325307727e+02 8.388563128584129913e+01 1.009900477107780290e+02 1.024750333558858415e+02 1.021358000549476515e+02 8.981634426852610886e+01 1.163820998454170024e+02 9.183396716098353352e+01 9.672459376283137544e+01 1.089247005632998651e+02
7.310534908437115575e+01 1.112086544282563239e+02 1.099039624106129764e+02 1.074411575131457539e+02 9.743764104319055264e+01 1.133285994567704904e+02 1.041642773470547780e+02 9.782867512910995345e+01 1.182374905840436696e+02 9.315003124165437498e+01 8.917668001967963676e+01 9.717306204993553820e+01
9.711099289166605786e+01 8.532443240481201485e+01 1.067603598914968472e+02 8.320803322817799597e+01 1.017920592568557936e+02 8.980197850464361409e+01 9.920808028582760585e+01 9.205958686408455094e+01 1.073535974071485839e+02 1.073652807632067265e+02 1.175889545095340623e+02 9.123436891825372186e+01
1.047433890213908683e+02 1.080544473548565492e+02 9.858407424156243337e+01 1.179149187240001027e+02 1.041981559455591508e+02 9.419550203826881329e+01 1.142187601725879915e+02 1.115138453638589624e+02 9.653424669729696461e+01 1.079793767292426026e+02 8.256992575337076801e+01 1.030020593484576636e+02
1.180820167512465844e+02 1.011144579384701245e+02 1.035984502332193813e+02 8.152664235286151495e+01 1.055315262925597466e+02 9.339324935988133802e+01 1.205493786025199086e+02 1.129679171418541301e+02 9.863920091382976807e+01 1.128811040675706181e+02 8.466756036152899867e+01 8.630278288034772061e+01
1.056642173533392395e+02 9.793783017559881898e+01 9.923807548251517119e+01 8.556280331062149003e+01 1.088252057883310044e+02 9.463570837794593160e+01 1.057442927031744091e+02 1.006319872699646254e+02 9.965702007172066601e+01 9.976923509664460710e+01 1.153638237866480978e+02 9.592311933742496421e+01
1.091644755269958296e+02 9.875508675612807963e+01 9.879785863268941171e+01 1.025151509250623576e+02 1.045003474135279191e+02 9.032128765330337217e+01 9.675882954395328284e+01 1.014168332924453466e+02 1.112267458941479106e+02 1.078043845783910939e+02 9.516541879173558982e+01 1.090292219570289944e+02
1.114558534524604738e+02 1.113639261565568006e+02 1.053302857913536457e+02 1.041428992374663665e+02 1.278478473374381963e+02 1.001900381829930495e+02 9.890972430616324118e+01 8.870593651200337604e+01 9.724685241905201849e+01 1.052259433446210295e+02 1.007808123327565397e+02 9.112673018021072835e+01
1.066239009410923586e+02 1.161369899207769691e+02 1.057235039952065421e+02 9.488110690049502693e+01 1.170031597329102055e+02 1.010704410870057757e+02 9.755431682530284832e+01 9.185693383801825007e+01 1.042787161256328829e+02 1.075902348467604668e+02 1.015356254455269323e+02 9.471101573633414716e+01
9.949675080803345395e+01 1.100503313004793853e+02 1.057527517102177796e+02 9.433908465193695747e+01 1.145906234476724279e+02 1.015253904291630676e+02 1.022793567007856268e+02 1.007097886347257401e+02 9.155589212803033661e+01 9.326598912538133845e+01 1.001071848238400719e+02 9.900744296683774337e+01
1.034659827392610509e+02 8.981112714166613387e+01 9.753881288743954769e+01 1.061388571422643423e+02 1.320375532683309530e+02 9.167974964054198495e+01 1.040535147334659030e+02 8.866859922376470138e+01 1.010243697809804644e+02 8.933915385407968301e+01 1.010885167277468497e+02 1.091067944988062663e+02
1.022645704955516521e+02 9.734494430461148795e+01 1.003815211875682536e+02 9.166737368348898940e+01 9.138038436185792079e+01 9.423672194622449183e+01 9.741363991570490555e+01 8.871318564322341160e+01 8.971808609906346987e+01 1.082022487802621242e+02 1.063287121045896413e+02 9.753398710616859546e+01
1.120318712209849394e+02 8.923133867233276817e+01 1.013605092530508500e+02 1.025902733697178064e+02 1.060961337848811468e+02 1.156929999662226294e+02 1.030789276916344761e+02 8.822752165572821070e+01 1.071675639002476146e+02 9.496639896057787666e+01 1.027158440342531378e+02 9.758485057920181305e+01
1.121947260998172453e+02 1.068371647029404414e+02 1.002090972938235467e+02 1.047027166101387508e+02 1.049159397586733746e+02 1.170102977123345624e+02 8.937147076799328715e+01 1.189776209419271424e+02 1.047849111975968697e+02 9.459276364613825194e+01 1.030127750793256212e+02 1.010904504296927655e+02
9.875270630574595998e+01 9.934540880482904868e+01 1.085968876955903681e+02 1.164968812721527343e+02 9.936517941875943905e+01 7.863175442421250239e+01 8.778839858759786807e+01 1.175281152963520697e+02 1.024497114673313263e+02 9.907076656786971114e+01 8.530129960836757164e+01 9.506067299186557307e+01
1.087403712610681055e+02 1.043730062458559757e+02 9.740998786570028756e+01 1.188728889971982312e+02 9.646695227041945486e+01 1.003532039919902701e+02 1.019539576469343842e+02 1.026157750424488597e+02 1.064276012999943362e+02 9.593479686597851241e+01 8.892342824254808420e+01 1.026553544455011320e+02
1.111197931398858145e+02 9.975029991159587439e+01 9.819212465277826141e+01 1.170366721917176562e+02 8.841079516307229369e+01 1.100682312802216387e+02 1.000147248555439177e+02 9.970884617971620401e+01 1.175569325453444520e+02 9.841035038270334212e+01 8.896884989788185294e+01 1.008283994924262430e+02
9.365972928290143784e+01 1.127400686826761103e+02 9.927014803430849099e+01 9.704837883748626837e+01 8.545013098679579855e+01 8.846738521516168419e+01 1.013237428486518468e+02 9.636451928688994428e+01 1.149789455291282252e+02 9.062131890654657695e+01 9.213793409201073814e+01 9.949215514207250521e+01
9.263371572303309165e+01 9.532916617101821544e+01 1.044970364578439046e+02 1.056342113685777804e+02 1.042391466120622994e+02 9.350509473426565421e+01 9.496326146773206744e+01 9.682663015376351723e+01 9.861333007695354524e+01 1.114664099705418607e+02 9.514867638897086977e+01 1.015375526837232627e+02
1.235595707894909197e+02 1.110173196998491676e+02 9.926026627166373828e+01 1.189703519307743989e+02 8.955004579137437304e+01 1.019931208378939118e+02 9.658766850069144994e+01 9.477081306542545747e+01 1.008322599098928265e+02 1.019299484942996799e+02 9.799014169839250599e+01 1.064559025694444188e+02
1.237526345964694769e+02 9.914407556342906958e+01 9.745579267613771890e+01 1.079361367419606523e+02 8.818388280476438013e+01 9.447675712329086650e+01 1.065954229035549474e+02 9.776486106966112288e+01 1.053381496357124689e+02 8.878895001979046242e+01 1.090028021115085579e+02 1.176750074357414206e+02
9.268210107777869666e+01 9.855154433530675817e+01 9.022064370383921528e+01 1.032022207251894770e+02 9.461724250042335882e+01 9.228349967915846719e+01 9.101035623738984270e+01 8.929357907043528542e+01 1.140056173485287587e+02 1.069040385681106216e+02 1.065589833070652617e+02 9.203221047433804358e+01
1.051852926446112235e+02 1.086725387422100368e+02 1.131228433642645683e+02 1.045555194039581863e+02 9.711533427738244484e+01 1.147906266049113810e+02 1.020627417346006780e+02 1.019520554930821561e+02 9.949861319445575703e+01 8.692774405561608830e+01 1.117453560886502686e+02 1.122611257733368291e+02
1.033065772796686161e+02 1.046784495767453080e+02 9.728881758186972206e+01 1.039392434723438043e+02 8.311862374631027706e+01 1.115377877159246367e+02 9.177680269290246429e+01 9.685211771975406236e+01 1.042906777760219796e+02 9.963747239763921471e+01 9.673925286557623338e+01 8.696638618938744969e+01
1.063078424904554282e+02 1.138497385408638536e+02 8.628594118765161625e+01 9.557805280648000235e+01 7.938205185873827929e+01 1.120114570797528444e+02 1.027979659772848890e+02 9.126158769813791594e+01 1.072531394800518143e+02 9.939445239256781406e+01 9.215737102272879611e+01 8.732287708108832192e+01
9.642210532699390058e+01 1.058890974142963159e+02 8.887429463605279523e+01 1.147399562853137098e+02 1.019523557879596751e+02 1.095535754750167996e+02 9.638243508660858083e+01 8.904534952294243055e+01 9.916390643552793449e+01 9.845489617958932627e+01 1.062806749237055044e+02 9.921637014348220873e+01
1.040249195524087611e+02 1.044842921308008385e+02 9.620940708521348483e+01 1.057181691984446843e+02 1.074997776409963848e+02 1.040637820230044213e+02 1.024105107820885365e+02 1.122177356944068833e+02 1.065125648825237903e+02 1.005228046009046636e+02 1.135481716998481545e+02 1.036018607727870062e+02
1.112386631053400521e+02 1.134251856661411892e+02 1.010789004778584825e+02 9.738734987658565956e+01 1.068533584334120690e+02 1.165888025680080489e+02 1.097092423378262254e+02 9.296442288765392448e+01 9.368802783064683126e+01 1.009550328492439064e+02 8.664958385267118501e+01 8.974573072385959449e+01
9.640815434829946184e+01 1.006552199025908294e+02 1.003608288273788389e+02 1.053424062784971511e+02 1.086842097542713361e+02 9.872528811751800504e+01 8.750256185096073125e+01 9.974240579898717840e+01 9.745797869867774921e+01 1.075216758117330187e+02 8.799893577851359794e+01 8.929323468743540104e+01
1.124672434289679046e+02 1.075647250817783913e+02 9.658500964375598130e+01 1.002115739790974089e+02 1.063540314084600311e+02 1.314394155642727640e+02 9.967845643730555594e+01 1.087853499799081334e+02 1.127008938813730339e+02 9.374444707732511972e+01 8.285331248415282346e+01 1.001790998297184103e+02
9.871468606709510141e+01 9.575352892597865662e+01 9.661469386754106381e+01 1.028174881055622905e+02 9.875912780145397107e+01 8.969187539014910726e+01 1.088815637448025200e+02 9.932615788162287629e+01 1.056679429775895187e+02 1.036674167904116359e+02 8.134699730991574995e+01 1.106134020217553200e+02
1.213043467954558992e+02 1.027356857067906901e+02 1.069496162276881535e+02 9.946256355756267453e+01 1.043705023573994737e+02 8.203574221379649600e+01 1.096269198544305823e+02 9.734159685697554210e+01 1.027961417662839096e+02 1.005625874797101602e+02 8.950567949442994120e+01 1.095895241878905324e+02
1.082442213399049251e+02 8.994544008627408971e+01 9.462429950931083056e+01 8.668182403942236647e+01 9.006651642034974259e+01 1.061990197153879336e+02 6.908223725367224688e+01 1.098322122573970745e+02 1.104760735620800745e+02 1.074616272474961249e+02 8.972222568848179947e+01 1.000638250219013230e+02
1.100713736706192520e+02 1.071457091710597922e+02 1.054460601016621553e+02 1.216657403052877271e+02 9.024768399318331547e+01 1.183712999128821650e+02 7.041766727317951791e+01 9.930834856724800375e+01 1.100576159508689926e+02 1.046139790378578596e+02 1.039201475523513523e+02 9.765325353831561017e+01
1.052795051830315742e+02 1.010978530445195247e+02 9.441519483089318499e+01 1.093252333700761199e+02 1.149782157687897239e+02 1.138113334271611023e+02 8.750850013094867563e+01 1.070681873381928852e+02 9.889846166649167003e+01 9.332551063631177612e+01 9.701971632074504726e+01 1.051676724413120780e+02
1.049224531303630812e+02 1.069880377509709888e+02 9.904388270957684881e+01 9.478430722582339740e+01 9.026691698648807005e+01 8.347749299297262837e+01 8.486836781444125677e+01 1.072395709541606266e+02 1.087833485043664865e+02 9.830291668062801591e+01 1.023447910740231919e+02 1.060988475790223191e+02
1.113460834144112539e+02 1.104209088129772169e+02 9.162337701434813653e+01 8.931071728110028118e+01 1.116353526273012164e+02 9.318645380561568459e+01 9.314155919621030932e+01 1.073014757930934877e+02 9.679526042154009247e+01 1.095956753452840360e+02 1.100957106819775646e+02 9.860015912422662154e+01
9.636685207889803451e+01 8.675613074311077355e+01 1.006003066373958603e+02 9.615266024379377541e+01 1.162890906719857469e+02 9.862861796389587710e+01 9.444971945439010597e+01 1.101998863854276891e+02 1.063110277748297676e+02 1.145346226039022213e+02 9.179753549107009292e+01 9.845871555576724177e+01
1.033164562420784307e+02 1.059217358429047806e+02 9.857855690334831422e+01 8.799875968677865501e+01 1.063328537451405964e+02 9.610088415321158095e+01 1.109517600400639878e+02 1.065208456996704456e+02 8.017791799252830742e+01 7.717103441132317698e+01 9.101208325721570702e+01 1.012363937712369619e+02
8.720713008488243645e+01 9.922868463597347954e+01 1.055259341827655106e+02 8.651772889935323008e+01 9.238111413992409382e+01 9.617621481598661148e+01 9.489302650093637226e+01 1.093057627627603523e+02 9.650925824421494781e+01 9.006885764288701068e+01 1.035821900344081428e+02 9.433842376733444723e+01
1.135396544317679002e+02 8.558020937806733741e+01 9.791636791896959835e+01 9.061246967110064077e+01 1.192192144606357260e+02 9.900796081972555385e+01 8.363225192462320479e+01 9.763964698212811300e+01 1.048540237695449520e+02 1.107761717899732048e+02 9.074741051834595851e+01 1.036531197457486257e+02
1.204274075515479154e+02 8.196300616768940017e+01 1.002553891958333452e+02 8.766338347636705919e+01 1.002996389162454278e+02 1.060489212378732589e+02 8.121585601067572213e+01 1.080518347342723757e+02 8.306488077323031405e+01 1.054327061477913219e+02 9.513934659117444426e+01 9.244537757303584158e+01
1.196130149726006380e+02 1.146501781653215630e+02 1.008725350585084044e+02 1.002763779948143394e+02 9.488030055452611577e+01 1.072099191753854655e+02 8.045284023083804925e+01 9.470296337486000482e+01 8.050788520824811201e+01 9.336546973695440954e+01 1.059721097805588670e+02 9.054957699851392761e+01
1.171821578507040584e+02 1.030207705699775858e+02 9.590742568236784393e+01 9.950407844899311272e+01 8.839686339546997829e+01 1.055808585207768857e+02 1.055214171705203512e+02 1.081323364221106687e+02 8.251052511978737414e+01 9.532851372163351300e+01 9.879939367857272714e+01 7.879173360251030545e+01
1.145634340927161787e+02 8.385884250863765033e+01 8.329415701174924891e+01 1.021898505506204629e+02 1.006557864480074329e+02 1.212872056237034997e+02 1.057219593617957685e+02 1.122167998088633709e+02 8.314625614560647193e+01 8.583242942589915003e+01 9.301297146715090491e+01 1.201908571641234573e+02
1.094889516483792420e+02 9.935498819194464204e+01 9.361286972330316303e+01 1.083654459198081952e+02 8.641768819565483284e+01 1.145673239140710393e+02 1.070153577646562013e+02 1.110311033844575093e+02 7.986253780745077790e+01 1.039474009177774434e+02 1.083041424951486960e+02 9.682130031760323163e+01
9.813093121115240081e+01 9.828330700473257764e+01 8.905698033805853697e+01 9.424617932299396728e+01 8.696188972957287433e+01 1.046438696752885562e+02 1.103447028635439437e+02 1.136949882394372651e+02 9.817655906262710630e+01 9.822714963452037296e+01 1.008496884438681889e+02 8.233668945218899182e+01
1.182124706967767622e+02 9.756077948117555820e+01 8.749636870719002957e+01 1.089568418907191898e+02 8.465841467308078450e+01 8.568744097381862446e+01 1.043038604244874250e+02 1.049954266253305661e+02 1.050939947697174404e+02 1.036846976866177386e+02 9.966822641284386464e+01 1.250701958551386497e+02
1.197069559283163613e+02 9.954957288361086398e+01 9.438895891911259639e+01 1.075800260146084213e+02 1.206363972905956814e+02 8.917760703852796667e+01 1.052818007385805004e+02 1.040300814707646140e+02 1.094557972311287841e+02 9.641201222657261383e+01 1.091892746377785528e+02 1.081357888205045015e+02
9.737489034707853364e+01 8.973238725746260513e+01 9.425345864158950349e+01 8.833399748556939812e+01 1.002223434080626419e+02 1.019742313451590121e+02 1.276139285084065307e+02 1.016936820057723736e+02 9.880974784481594497e+01 8.364273320540051770e+01 1.041527240690091674e+02 9.667726191153690252e+01
9.725609092681463608e+01 1.123633441484913931e+02 9.048415128749046232e+01 8.481890356879289072e+01 9.333696440232397151e+01 1.014796589716166011e+02 1.225199355337481535e+02 9.837760909974510071e+01 9.699577293959846713e+01 1.008687904184522068e+02 1.004584442463761889e+02 1.058742537353165432e+02
1.163715778314494003e+02 9.301609902667549079e+01 9.096186308036232049e+01 9.103085498413972232e+01 1.040496218697881687e+02 9.607174755066621685e+01 1.171059948068552643e+02 1.177041338767114951e+02 7.965066841005761944e+01 1.095566705619600327e+02 8.788276728628751755e+01 1.139838894255000241e+02
1.157194501109014197e+02 1.068370688675190365e+02 1.065308234027813654e+02 9.116990838245965278e+01 1.039556849973713497e+02 9.689219688018823717e+01 9.858094598337598313e+01 1.099130043092162055e+02 1.104370860570065531e+02 1.025703622662201866e+02 8.799109662735105530e+01 1.062857355386468470e+02
8.529027423937984054e+01 1.084809326500318605e+02 1.205520084843610249e+02 9.416585305580684917e+01 9.921632159189786648e+01 1.011936964273446762e+02 1.082520374370941312e+02 8.687399840999424327e+01 1.070717455719305917e+02 9.533967889933200013e+01 9.022480373700879852e+01 1.056041518000585029e+02
8.998377813334269604e+01 1.084683717747241900e+02 9.439436128381373692e+01 1.002235471662730220e+02 1.125200971290890237e+02 9.231309390493827038e+01 1.186547908546999395e+02 9.999235897638280335e+01 1.055671687284196736e+02 9.872788879670454776e+01 1.202753487706389990e+02 9.748660540013180764e+01
1.152893823718573998e+02 1.227477682382277209e+02 1.033192795910603081e+02 8.696346013003204689e+01 9.920986044919483504e+01 1.039898085556932585e+02 1.102358949762198534e+02 9.721274706993261816e+01 1.080517878657938837e+02 1.014432691208443487e+02 1.141703454862513780e+02 9.892124595766316020e+01
1.181614157669917233e+02 1.152761513167123582e+02 1.064208795293562559e+02 9.155179944244058277e+01 1.039874447812653102e+02 1.029114770999792938e+02 1.225190977874198808e+02 1.064447103591461143e+02 9.147404233407613106e+01 1.117271693718171548e+02 8.529133799348571188e+01 1.028542685931509055e+02
9.679038680954417373e+01 1.017788899902487714e+02 9.354893864103367207e+01 1.033565142100589895e+02 9.607378023141258438e+01 9.687227731753517901e+01 1.111265860682974704e+02 9.511683979440090297e+01 9.454925886977260063e+01 1.255616064262229088e+02 8.903618535630388919e+01 9.824768666747516477e+01
1.056431007950087633e+02 1.298795067556291087e+02 1.081769799574707065e+02 1.008613959424301214e+02 1.020143222764046271e+02 8.986796564080984240e+01 1.183176414023556191e+02 9.171547972595492126e+01 8.573751280701713995e+01 8.643139060073755786e+01 9.994961977015935872e+01 1.013509915669055061e+02
8.819318250883186749e+01 9.295644685412807462e+01 9.704584975655684786e+01 1.103364179391521702e+02 1.047247509415107061e+02 8.946931401155499941e+01 8.945166014374926533e+01 9.817456344931601109e+01 1.008015350887477837e+02 9.497792939147653613e+01 1.058561794266599208e+02 1.325502425572766469e+02
8.746440157654620862e+01 8.879093890317211901e+01 9.994902057644361548e+01 9.396117154540493743e+01 1.111961570262593000e+02 8.992013757022191101e+01 8.857581394069056557e+01 1.052189119218261055e+02 1.008781620145691562e+02 1.058465360406524951e+02 9.925317775175274448e+01 1.068019816283688073e+02
1.043924207722280499e+02 9.308872940331843893e+01 1.079028037060905660e+02 9.803060252753043358e+01 1.001685085284991459e+02 1.016569613830839813e+02 8.832838326453413913e+01 9.698373874251777238e+01 9.858009534484759229e+01 9.143788098957985255e+01 9.804782932084097524e+01 1.064492214127162413e+02
